Type,Magnitude,Place,Time,Updated,Ids,Coords,Felt,CDI,MMI,Alert,Tsunami,sig,rms,Size
earthquake,4.2,"141 km NNW of Nuku‘alofa, Tonga",2022-01-02 02:19:58.217,2022-03-12 23:19:17.040,us7000gbdk,"[-175.7105, -19.9534, 235.13]",,,,,0,271,0.77,17.252747252747252
earthquake,0.37,"9km WNW of The Geysers, CA",2022-01-02 02:18:28.800,2022-01-02 02:20:04.509,nc73672521,"[-122.850502, 38.8190002, -0.6]",,,,,0,2,0.04,11.991758241758241
earthquake,0.37,"2km NNE of The Geysers, CA",2022-01-02 02:17:40.690,2022-01-02 02:41:12.115,nc73672516,"[-122.7480011, 38.7988319, 2.13]",,,,,0,2,0.02,11.991758241758241
earthquake,0.75,"23km SSW of La Quinta, CA",2022-01-02 02:15:49.730,2022-01-05 21:56:08.418,ci39900815,"[-116.437, 33.4831667, 13.83]",,,,,0,9,0.14,12.513736263736263
earthquake,2.2,"113 km ESE of Akutan, Alaska",2022-01-02 02:12:47.169,2022-01-29 01:55:49.409,ak0223bqsto,"[-164.1652, 53.765, 38.4]",,,,,0,74,0.29,14.505494505494505
earthquake,1.31,"18km SW of Toms Place, CA",2022-01-02 02:12:02.610,2022-01-02 05:21:11.256,nc73672511,"[-118.8438333, 37.4733333, 4.04]",,,,,0,26,0.04,13.282967032967033
earthquake,0.75,"10km WNW of The Geysers, CA",2022-01-02 02:09:12.830,2022-01-02 02:31:11.060,nc73672506,"[-122.8523331, 38.8258324, 1.64]",,,,,0,9,0.02,12.513736263736263
earthquake,1.1,"48 km ENE of Susitna North, Alaska",2022-01-02 02:09:07.898,2022-01-29 01:55:38.742,ak0223bpxwo,"[-149.0609, 62.4003, 15]",,,,,0,19,0.59,12.994505494505495
earthquake,0.87,"7km NW of The Geysers, CA",2022-01-02 02:08:05.120,2022-01-02 02:25:10.805,nc73672501,"[-122.8028336, 38.8250008, 2.69]",,,,,0,12,0.03,12.678571428571429
earthquake,2.16,"8 km ENE of P?hala, Hawaii",2022-01-02 02:07:30.760,2022-01-02 02:13:01.350,hv72854002,"[-155.408172607422, 19.232666015625, 32.6800003051758]",,,,,0,72,0.140000001,14.45054945054945
earthquake,0.36,"8km WNW of Cobb, CA",2022-01-02 02:06:52.840,2022-01-02 02:19:11.943,nc73672496,"[-122.8078308, 38.8363342, 1.43]",,,,,0,2,0.02,11.978021978021978
earthquake,0.8,"9 km NNW of Sutcliffe, Nevada",2022-01-02 02:00:08.626,2022-01-05 01:09:18.880,nn00831007,"[-119.6495, 40.0292, 11.3]",,,,,0,10,0.0348,12.582417582417582
earthquake,1.1,"4km NNW of Pinnacles, CA",2022-01-02 01:46:15.420,2022-01-07 20:25:11.759,nc73672491,"[-121.1558333, 36.5686667, 6.92]",,,,,0,19,0.08,12.994505494505495
earthquake,1.18,"8km NW of The Geysers, CA",2022-01-02 01:41:51.930,2022-01-02 01:59:11.520,nc73672486,"[-122.8178329, 38.833168, 1.68]",,,,,0,21,0.01,13.104395604395604
earthquake,2.45,"3 km SE of Maria Antonia, Puerto Rico",2022-01-02 01:34:29.540,2022-01-02 02:00:14.105,pr2022002000,"[-66.8613, 17.96, 11]",,,,,0,92,0.22,14.848901098901099
earthquake,0.18,"5km NW of The Geysers, CA",2022-01-02 01:30:43.830,2022-01-07 18:20:11.698,nc73672476,"[-122.798, 38.8066667, 3.41]",,,,,0,0,0.04,11.73076923076923
earthquake,2.1,"101 km NW of Yakutat, Alaska",2022-01-02 01:28:50.291,2022-01-02 01:33:35.563,ak0223b8sx5,"[-141.1266, 60.1222, 7.9]",,,,,0,68,0.52,14.368131868131869
earthquake,1.61,"17 km SSE of Big Sky, Montana",2022-01-02 01:19:36.480,2022-01-03 22:22:11.860,uu60475822,"[-111.3088333, 45.129, 5.47]",,,,,0,40,0.13,13.695054945054945
earthquake,2.28,"16km WNW of Alberto Oviedo Mota, B.C., MX",2022-01-02 01:16:14.080,2022-01-05 21:52:26.919,ci39900807,"[-115.3403333, 32.2623333, 4.03]",,,,,0,80,0.13,14.615384615384615
earthquake,0.6,"3km ESE of Pleasant Hill, CA",2022-01-02 01:15:51.290,2022-01-03 21:00:10.614,nc73672471,"[-122.0346667, 37.9353333, 7.93]",,,,,0,6,0.07,12.307692307692308
earthquake,1.01,"10km WSW of Toms Place, CA",2022-01-02 01:11:50.810,2022-01-07 20:11:38.436,nc73672466,"[-118.7805, 37.5191667, 4.19]",,,,,0,16,0.05,12.87087912087912
earthquake,-0.25,"11km NW of Parkfield, CA",2022-01-02 01:07:14.140,2022-01-07 03:50:46.379,nc73672461,"[-120.513, 35.968, 4.95]",,,,,0,0,0.03,11.14010989010989
earthquake,1.55,"6 km E of Diamond City, Arkansas",2022-01-02 01:06:24.330,2022-01-05 20:52:06.310,nm60142243,"[-92.8496667, 36.4648333, 4.31]",,,,,0,37,0.03,13.612637362637363
earthquake,1.58,"14km SSE of Valle Vista, CA",2022-01-02 00:51:24.190,2022-01-02 18:19:38.970,ci39900799,"[-116.8296667, 33.6326667, 13.49]",,,,,0,38,0.15,13.653846153846153
earthquake,1.13,"6km NW of The Geysers, CA",2022-01-02 00:51:00.610,2022-01-02 03:02:11.220,nc73672451,"[-122.7961655, 38.8160019, 2.43]",,,,,0,20,0.02,13.035714285714285
earthquake,1.2,"127 km SE of McCarthy, Alaska",2022-01-02 00:48:22.421,2022-01-28 19:07:59.657,ak02221inia,"[-141.2808, 60.6116, 18.6]",,,,,0,22,0.27,13.131868131868131
earthquake,4.9,"109 km E of ‘Ohonua, Tonga",2022-01-02 00:47:39.810,2022-03-12 23:19:00.040,us7000g8e4,"[-173.8952, -21.3912, 10]",,,,,0,369,1.23,18.214285714285715
earthquake,2.16000009,"7 km E of P?hala, Hawaii",2022-01-02 00:42:34.750,2022-01-02 00:45:53.350,hv72853942,"[-155.403167724609, 19.2043342590332, 31.6599998474121]",,,,,0,72,0.109999999,14.450549574175824
earthquake,1.1,"43 km SE of Denali National Park, Alaska",2022-01-02 00:38:36.810,2022-01-28 19:07:50.154,ak02221gjfu,"[-151.0993, 63.2676, 5.8]",,,,,0,19,1.0,12.994505494505495
earthquake,1.85,"18km SE of Lake Pillsbury, CA",2022-01-02 00:26:10.460,2022-01-04 00:52:11.332,nc73672446,"[-122.7941667, 39.3065, 5.21]",,,,,0,53,0.12,14.024725274725274
earthquake,4.4,Fiji region,2022-01-02 00:16:08.032,2022-03-12 23:19:17.040,us7000gbd5,"[-178.9819, -21.4894, 588.85]",,,,,0,298,0.66,17.527472527472526
earthquake,0.84,"6km NW of The Geysers, CA",2022-01-02 00:11:00.190,2022-01-02 00:28:10.739,nc73672436,"[-122.8101654, 38.8166656, 2.12]",,,,,0,11,0.02,12.637362637362637
earthquake,0.77,"7km NW of The Geysers, CA",2022-01-02 00:09:53.930,2022-01-02 00:22:10.706,nc73672431,"[-122.8121643, 38.8214989, 3.27]",,,,,0,9,0.02,12.541208791208792
earthquake,1.3,"46 km NNE of Circle, Alaska",2022-01-02 00:00:18.965,2022-01-28 19:07:59.430,ak022218cvc,"[-143.6916, 66.219, 22.2]",,,,,0,26,0.34,13.269230769230768
earthquake,1.9,"43 km W of Happy Valley, Alaska",2022-01-01 23:55:26.732,2022-01-28 19:07:49.893,ak02220yq8h,"[-152.4969, 59.9978, 80.2]",,,,,0,56,0.31,14.093406593406593
earthquake,1.2,"40 km SW of Dillon, Montana",2022-01-01 23:52:35.990,2022-01-03 22:21:09.150,mb80535079,"[-113.0318333, 44.9836667, 4.61]",,,,,0,22,0.09,13.131868131868131
earthquake,1.1,"5 km WNW of Four Mile Road, Alaska",2022-01-01 23:52:31.675,2022-01-28 19:07:49.646,ak02220y3h7,"[-149.2398, 64.6165, 14.9]",,,,,0,19,0.71,12.994505494505495
earthquake,0.8,"8km NW of The Geysers, CA",2022-01-01 23:52:27.480,2022-01-02 00:05:11.611,nc73672426,"[-122.8160019, 38.831665, 1.75]",,,,,0,10,0.02,12.582417582417582
earthquake,1.98,"12km SE of Pinnacles, CA",2022-01-01 23:50:21.640,2022-01-08 01:52:10.709,nc73672421,"[-121.0343333, 36.467, -0.05]",,,,,0,60,0.23,14.203296703296704
earthquake,4.3,"8 km SW of Hasaki, Japan",2022-01-01 23:46:15.866,2022-03-12 23:19:00.040,us7000g8du,"[140.7584, 35.6856, 49.35]",,,,,0,284,0.45,17.39010989010989
earthquake,0.75,"3km E of The Geysers, CA",2022-01-01 23:43:53.490,2022-01-02 01:06:10.935,nc73672416,"[-122.723999, 38.7815018, 1.09]",,,,,0,9,0.04,12.513736263736263
earthquake,4.3,Kuril Islands,2022-01-01 23:30:08.527,2022-03-12 23:19:00.040,us7000g8dt,"[153.2024, 48.7171, 158.8]",,,,,0,284,0.59,17.39010989010989
earthquake,0.84,"6km W of Cobb, CA",2022-01-01 23:20:56.140,2022-01-01 23:35:11.592,nc73672411,"[-122.7866669, 38.8214989, 1.97]",,,,,0,11,0.01,12.637362637362637
earthquake,4.1,"149 km E of Madang, Papua New Guinea",2022-01-01 23:18:55.160,2022-03-12 23:19:17.040,us7000gbd4,"[147.1309, -5.3273, 212.24]",,,,,0,259,0.54,17.115384615384613
earthquake,0.46,"2km W of Anderson Springs, CA",2022-01-01 23:16:02.590,2022-01-01 23:28:10.547,nc73672406,"[-122.7200012, 38.7775002, 2.06]",,,,,0,3,0.01,12.115384615384615
earthquake,1.86000001,"8 km NE of P?hala, Hawaii",2022-01-01 23:00:32.820,2022-01-01 23:03:37.720,hv72853872,"[-155.421829223633, 19.2511672973633, 33.9099998474121]",,,,,0,53,0.109999999,14.038461552197802
earthquake,2.39,"8 km ENE of P?hala, Hawaii",2022-01-01 22:56:12.840,2022-03-12 23:19:00.040,hv72853867,"[-155.408996582031, 19.2368335723877, 32.2099990844727]",,,,,0,88,0.129999995,14.766483516483516
earthquake,2.06,"22km ENE of San Lucas, CA",2022-01-01 22:54:58.050,2022-01-07 23:00:11.386,nc73672401,"[-120.8023333, 36.2258333, 5.76]",,,,,0,65,0.11,14.313186813186814
earthquake,1.7,"55 km SW of Unalaska, Alaska",2022-01-01 22:48:51.572,2022-01-28 19:07:59.196,ak02220bujp,"[-167.1621, 53.5394, 12.8]",,,,,0,44,0.3,13.81868131868132
earthquake,0.69,"2km NNW of Palomar Observatory, CA",2022-01-01 22:45:03.470,2022-01-07 02:30:48.788,ci39900759,"[-116.8775, 33.3748333, 6.65]",,,,,0,7,0.14,12.43131868131868
earthquake,4.5,"239 km NNW of Tobelo, Indonesia",2022-01-01 22:43:14.435,2022-03-12 23:19:00.040,us7000g8de,"[126.9356, 3.6089, 61.38]",,,,,0,312,0.52,17.664835164835164
earthquake,0.66,"2km NNW of Palomar Observatory, CA",2022-01-01 22:40:55.940,2022-01-07 02:25:30.156,ci39900751,"[-116.876, 33.3723333, 7.12]",,,,,0,7,0.17,12.39010989010989
earthquake,0.85,"2km WNW of Anderson Springs, CA",2022-01-01 22:38:42.540,2022-01-01 22:52:11.330,nc73672396,"[-122.7126694, 38.7796669, 1.92]",,,,,0,11,0.01,12.651098901098901
earthquake,1.03,"40 km SW of Dillon, Montana",2022-01-01 22:38:10.490,2022-01-03 22:03:50.070,mb80535074,"[-113.04, 44.9903333, 0.63]",,,,,0,16,0.15,12.89835164835165
earthquake,1.15,"23km NNW of Yucca Valley, CA",2022-01-01 22:35:15.740,2022-01-07 02:19:10.534,ci39900743,"[-116.5433333, 34.3036667, 1.67]",,,,,0,20,0.11,13.063186813186814
earthquake,0.86,"14km SW of Searles Valley, CA",2022-01-01 22:31:53.610,2022-01-07 02:15:35.782,ci39900735,"[-117.5103333, 35.6751667, 10.76]",,,,,0,11,0.12,12.664835164835164
earthquake,-0.48,"54 km ENE of Pedro Bay, Alaska",2022-01-01 22:30:35.000,2022-01-06 10:50:35.680,av91456351,"[-153.241833333333, 60.0145, 0.46]",,,,,0,0,0.04,10.824175824175825
earthquake,-0.85,"61 km ENE of Pedro Bay, Alaska",2022-01-01 22:26:59.420,2022-01-06 10:45:53.400,av91456346,"[-153.105166666667, 60.008, -0.48]",,,,,0,0,0.12,10.315934065934066
earthquake,2.02,"14 km S of Kapaau, Hawaii",2022-01-01 22:26:46.290,2022-03-12 23:18:57.040,hv72853827,"[-155.801, 20.1071666666667, 17.75]",0.0,1.0,,,0,63,0.16,14.258241758241759
earthquake,0.62,"3km NNW of Palomar Observatory, CA",2022-01-01 22:26:13.490,2022-01-07 02:13:20.767,ci39900727,"[-116.8766667, 33.3768333, 6.3]",,,,,0,6,0.15,12.335164835164836
earthquake,1.14,"4km ESE of Hayward, CA",2022-01-01 22:24:31.850,2022-01-03 22:22:11.926,nc73672386,"[-122.0365, 37.6356667, 4.37]",,,,,0,20,0.04,13.04945054945055
earthquake,0.85,"10km NW of The Geysers, CA",2022-01-01 22:22:33.020,2022-01-01 22:43:11.262,nc73672381,"[-122.8523331, 38.8274994, 1.44]",,,,,0,11,0.02,12.651098901098901
earthquake,1.48,"4km W of Cobb, CA",2022-01-01 22:18:54.990,2022-01-04 11:16:12.102,nc73672376,"[-122.7653333, 38.8218333, 2.09]",,,,,0,34,0.04,13.516483516483516
earthquake,0.84,"6km NW of The Geysers, CA",2022-01-01 22:16:31.220,2022-01-01 23:56:12.093,nc73672371,"[-122.8134995, 38.814167, 2.73]",,,,,0,11,0.01,12.637362637362637
earthquake,4.3,"20 km NE of Mungaa, Tanzania",2022-01-01 22:14:38.098,2022-03-12 23:19:17.040,us7000gbd2,"[34.9883, -4.8137, 10]",,,,,0,284,0.91,17.39010989010989
earthquake,0.8,"22 km WNW of Stevens Village, Alaska",2022-01-01 22:12:43.982,2022-01-28 19:07:49.162,ak022204469,"[-149.5114, 66.1123, 20.7]",,,,,0,10,0.68,12.582417582417582
earthquake,2.72,Puerto Rico region,2022-01-01 22:08:28.250,2022-08-06 17:39:14.644,pr2022001001,"[-66.8366, 17.9795, 16]",2.0,2.0,,,0,114,0.16,15.219780219780219
earthquake,1.3,"35 km SE of Mina, Nevada",2022-01-01 22:06:49.826,2022-01-04 00:22:04.430,nn00830845,"[-117.8155, 38.175, 8.5]",,,,,0,26,0.1164,13.269230769230768
earthquake,4.3,"80 km SSE of Olhão, Portugal",2022-01-01 22:03:48.199,2022-03-12 23:19:00.040,us7000g8da,"[-7.6651, 36.3199, 6.92]",22.0,4.2,,,0,294,0.5,17.39010989010989
earthquake,0.77,"7km WNW of Cobb, CA",2022-01-01 21:57:37.490,2022-01-01 22:20:11.146,nc73672366,"[-122.80233, 38.8370018, 2.06]",,,,,0,9,0.01,12.541208791208792
earthquake,1.6,"78 km SE of Nikolai, Alaska",2022-01-01 21:53:33.963,2022-01-28 19:07:48.920,ak0221zrg9m,"[-153.1003, 62.6215, 8.2]",,,,,0,39,0.86,13.681318681318682
earthquake,1.2,"34 km SE of Mina, Nevada",2022-01-01 21:45:45.962,2022-01-03 23:41:52.791,nn00830843,"[-117.815, 38.1863, 6.4]",,,,,0,22,0.1308,13.131868131868131
earthquake,4.3,"16 km NNE of Jérémie, Haiti",2022-01-01 21:42:25.424,2022-03-12 23:19:00.040,us7000g8dl,"[-74.0325, 18.7728, 10]",5.0,3.4,,,0,286,0.58,17.39010989010989
earthquake,0.43,"0km N of The Geysers, CA",2022-01-01 21:34:28.700,2022-01-01 21:53:11.374,nc73672356,"[-122.7559967, 38.7803345, 0.96]",,,,,0,3,0.01,12.074175824175825
earthquake,2.3,"38 km NNE of Aleneva, Alaska",2022-01-01 21:32:02.713,2022-03-12 23:19:00.040,ak0221zmvoh,"[-152.6621, 58.3798, 46.4]",,,,,0,81,0.55,14.642857142857142
earthquake,0.67,"6km W of Cobb, CA",2022-01-01 21:21:06.590,2022-01-01 21:43:10.929,nc73672351,"[-122.7943344, 38.8260002, 1.88]",,,,,0,7,0.02,12.403846153846153
earthquake,0.46,"12km SE of Mammoth Lakes, CA",2022-01-01 21:18:08.610,2022-01-01 23:31:10.566,nc73672346,"[-118.9025, 37.5475, 8.37]",,,,,0,3,0.07,12.115384615384615
earthquake,0.35,"6km NNW of The Geysers, CA",2022-01-01 21:17:14.510,2022-01-01 21:29:12.844,nc73672331,"[-122.7894974, 38.8206673, 1.98]",,,,,0,2,0.01,11.964285714285715
earthquake,0.27,"12km SE of Mammoth Lakes, CA",2022-01-01 21:17:14.050,2022-01-01 22:10:11.085,nc73672341,"[-118.901, 37.5471667, 7.83]",,,,,0,1,0.03,11.854395604395604
earthquake,0.28,"13km SSE of Mammoth Lakes, CA",2022-01-01 21:11:51.930,2022-01-01 21:57:11.005,nc73672326,"[-118.9043333, 37.5316667, 5.78]",,,,,0,1,0.02,11.868131868131869
earthquake,0.82,"13km SSE of Mammoth Lakes, CA",2022-01-01 21:10:45.340,2022-01-01 23:04:11.404,nc73672321,"[-118.9023333, 37.5416667, 7.99]",,,,,0,10,0.05,12.60989010989011
earthquake,0.53,"10km NW of The Geysers, CA",2022-01-01 21:08:09.520,2022-01-01 22:36:11.224,nc73672316,"[-122.8399963, 38.8419991, 1.42]",,,,,0,4,0.02,12.211538461538462
earthquake,-0.27,"65 km ENE of Pedro Bay, Alaska",2022-01-01 21:06:10.780,2022-01-06 10:40:05.100,av91456321,"[-153.0455, 60.0315, 4.57]",,,,,0,0,0.09,11.112637362637363
earthquake,0.8,"54 km SW of Manley Hot Springs, Alaska",2022-01-01 20:51:34.424,2022-01-28 19:07:58.962,ak0221z5l5u,"[-151.4593, 64.6573, 16]",,,,,0,10,0.5,12.582417582417582
earthquake,2.18,"28 km WNW of Hawaiian Ocean View, Hawaii",2022-01-01 20:41:36.340,2022-03-12 23:18:59.040,hv72853752,"[-156.0215, 19.1375, 42.46]",,,,,0,73,0.14,14.478021978021978
earthquake,2.3,"54 km NNE of Kobuk, Alaska",2022-01-01 20:35:58.545,2022-03-12 23:18:57.040,ak0221z27m0,"[-156.228, 67.3239, 5.9]",,,,,0,81,0.76,14.642857142857142
earthquake,2.1,"122 km SSW of Atka, Alaska",2022-01-01 20:34:39.056,2022-01-28 19:07:58.733,ak0221z1ych,"[-175.0679, 51.2334, 12.7]",,,,,0,68,0.36,14.368131868131869
earthquake,2.5,"34 km SE of Mina, Nevada",2022-01-01 20:25:42.770,2022-03-12 23:18:58.040,nn00830840,"[-117.8237, 38.1694, 8.1]",,,,,0,96,0.1124,14.917582417582416
earthquake,1.2,"44 km NE of Chase, Alaska",2022-01-01 20:23:10.852,2022-01-28 19:07:58.492,ak0221yzjal,"[-149.6123, 62.7786, 16.9]",,,,,0,22,0.63,13.131868131868131
earthquake,0.51,"3km NW of The Geysers, CA",2022-01-01 20:15:17.950,2022-01-01 21:53:10.983,nc73672306,"[-122.7856674, 38.7963333, 3.57]",,,,,0,4,0.02,12.184065934065934
earthquake,0.6,"9 km NW of Indian Springs, Nevada",2022-01-01 20:14:25.043,2022-01-04 19:36:36.079,nn00830965,"[-115.7306, 36.6365, 0]",,,,,0,6,0.1494,12.307692307692308
earthquake,1.5,"48 km SSE of Denali National Park, Alaska",2022-01-01 20:14:19.775,2022-01-28 19:07:48.131,ak0221yxmiw,"[-151.3339, 63.1454, 9.7]",,,,,0,35,0.96,13.543956043956044
earthquake,1.3,"17 km NE of Beluga, Alaska",2022-01-01 20:13:44.226,2022-01-28 19:07:58.267,ak0221yxgpi,"[-150.8295, 61.2388, 62.8]",,,,,0,26,0.63,13.269230769230768
earthquake,0.17,"73 km W of Salamatof, Alaska",2022-01-01 20:02:58.530,2022-01-06 10:36:09.180,av91456311,"[-152.647, 60.5485, 2.48]",,,,,0,0,0.08,11.717032967032967
earthquake,0.32,"7km WNW of Cobb, CA",2022-01-01 20:02:30.870,2022-01-07 09:32:11.278,nc73672301,"[-122.8053333, 38.8348333, 1.95]",,,,,0,2,0.01,11.923076923076923
earthquake,1.5,"61 km ESE of Denali National Park, Alaska",2022-01-01 20:01:22.879,2022-01-28 19:07:58.023,ak0221yuugv,"[-150.6523, 63.2631, 129.5]",,,,,0,35,0.46,13.543956043956044
earthquake,1.5,"15 km S of Susitna North, Alaska",2022-01-01 19:57:06.226,2022-01-28 19:07:47.848,ak0221yldng,"[-149.8809, 62.0206, 43.9]",,,,,0,35,0.69,13.543956043956044
earthquake,0.3,"8km NW of The Geysers, CA",2022-01-01 19:51:37.600,2022-01-07 03:46:45.935,nc73672296,"[-122.8173333, 38.8323333, 2.3]",,,,,0,1,0.02,11.895604395604396
earthquake,2.8,"125 km SSW of Atka, Alaska",2022-01-01 19:51:30.096,2022-03-12 23:19:25.040,us7000gfyt,"[-175.0743, 51.2123, 6.17]",,,,,0,121,0.48,15.329670329670328
earthquake,-0.34,"70 km NW of Ninilchik, Alaska",2022-01-01 19:50:14.770,2022-01-06 10:21:10.940,av91456296,"[-152.678, 60.431, 5.25]",,,,,0,0,0.07,11.016483516483516
earthquake,1.7,"57 km WSW of Covenant Life, Alaska",2022-01-01 19:50:12.821,2022-01-28 19:07:57.810,ak0221yjw6a,"[-136.8748, 59.1435, 22.9]",,,,,0,44,0.78,13.81868131868132
earthquake,1.48,"3km NW of Palomar Observatory, CA",2022-01-01 19:46:13.680,2022-01-07 02:12:33.220,ci39900687,"[-116.8821667, 33.3773333, 5.32]",,,,,0,34,0.22,13.516483516483516
earthquake,2.06999993,"3 km NE of P?hala, Hawaii",2022-01-01 19:40:26.680,2022-01-01 19:43:32.480,hv72853702,"[-155.458831787109, 19.2299995422363, 32.3499984741211]",,,,,0,66,0.0700000003,14.32692298076923
earthquake,1.4,"43 km N of Petersville, Alaska",2022-01-01 19:39:35.452,2022-01-28 19:07:57.583,ak0221yhl1l,"[-150.8447, 62.8837, 96.2]",,,,,0,30,0.45,13.406593406593407
earthquake,2.8,"123 km SW of Adak, Alaska",2022-01-01 19:26:09.466,2022-03-12 23:19:00.040,us7000g8df,"[-177.9552, 51.13, 35]",,,,,0,121,0.34,15.329670329670328
earthquake,1.37,"3km NW of West Hills, CA",2022-01-01 19:20:06.800,2022-01-07 02:09:29.748,ci39900671,"[-118.6741667, 34.2146667, 6.39]",,,,,0,29,0.15,13.365384615384617
earthquake,1.8,"55 km WNW of Cantwell, Alaska",2022-01-01 19:17:42.209,2022-01-28 19:07:47.326,ak0221ycukd,"[-149.9952, 63.5565, 137.9]",,,,,0,50,0.65,13.956043956043956
earthquake,0.4,"24 km NW of Indian Springs, Nevada",2022-01-01 19:11:29.633,2022-01-04 19:30:13.509,nn00830962,"[-115.8496, 36.7375, 4.8]",,,,,0,2,0.1471,12.032967032967033
earthquake,-0.11,"8km NW of The Geysers, CA",2022-01-01 18:55:31.150,2022-01-06 12:59:00.207,nc73672286,"[-122.817, 38.833, 1.69]",,,,,0,0,0.02,11.332417582417582
earthquake,1.04,"10km NW of The Geysers, CA",2022-01-01 18:55:12.290,2022-01-01 19:16:10.086,nc73672281,"[-122.8414993, 38.8441658, 1.74]",,,,,0,17,0.01,12.912087912087912
earthquake,2.56,"10 km ENE of P?hala, Hawaii",2022-01-01 18:50:23.090,2022-03-12 23:18:59.040,hv72853667,"[-155.395666666667, 19.2503333333333, 31.87]",,,,,0,101,0.12,15.0
earthquake,4.9,South Sandwich Islands region,2022-01-01 18:44:27.348,2022-03-12 23:18:59.040,us7000g8ct,"[-26.9269, -56.3618, 46.28]",,,,,0,369,0.64,18.214285714285715
earthquake,0.06,"12km ENE of Ridgecrest, CA",2022-01-01 18:41:32.250,2022-01-06 20:48:37.633,ci39900655,"[-117.562, 35.6688333, 8.71]",,,,,0,0,0.07,11.565934065934066
earthquake,2.1,"56 km NE of Pedro Bay, Alaska",2022-01-01 18:30:26.001,2022-01-28 19:07:47.087,ak0221xu7re,"[-153.288, 60.0843, 124.1]",,,,,0,68,0.48,14.368131868131869
earthquake,2.51,"24km W of Petrolia, CA",2022-01-01 18:29:27.090,2022-03-12 23:18:57.040,nc73672276,"[-124.5601667, 40.2916667, 19.9]",,,,,0,97,0.14,14.93131868131868
earthquake,1.52,"4 km E of P?hala, Hawaii",2022-01-01 18:27:11.860,2022-01-05 22:19:56.460,hv72853627,"[-155.438166666667, 19.1971666666667, 33.73]",,,,,0,36,0.12,13.571428571428571
earthquake,1.66,"2 km SW of Volcano, Hawaii",2022-01-01 18:24:44.860,2022-01-01 20:28:51.360,hv72853622,"[-155.253, 19.4278333333333, 2.68]",,,,,0,42,0.19,13.763736263736263
earthquake,1.75,"5 km SSE of P?hala, Hawaii",2022-01-01 18:10:10.530,2022-01-01 18:13:30.590,hv72853612,"[-155.453994750977, 19.158166885376, 32.2200012207031]",,,,,0,47,0.109999999,13.887362637362637
earthquake,4.3,"13 km SSE of La Huaca, Peru",2022-01-01 18:04:54.282,2022-03-12 23:19:17.040,us7000gbcy,"[-80.9098, -5.0183, 21.62]",,,,,0,284,0.56,17.39010989010989
earthquake,1.1,"31 km WNW of Ester, Alaska",2022-01-01 18:04:03.498,2022-01-28 19:07:46.847,ak0221xokx7,"[-148.662, 64.9116, 18.9]",,,,,0,19,0.66,12.994505494505495
earthquake,0.37,"25km E of San Ardo, CA",2022-01-01 17:53:07.080,2022-01-07 01:22:11.617,nc73672266,"[-120.6338333, 36.0623333, 5.46]",,,,,0,2,0.04,11.991758241758241
earthquake,1.68,"12km SW of Searles Valley, CA",2022-01-01 17:42:09.350,2022-01-01 18:11:37.353,ci39900639,"[-117.4821667, 35.6741667, 6.11]",,,,,0,43,0.16,13.791208791208792
earthquake,0.76,"13 km ESE of Snowville, Utah",2022-01-01 17:39:52.060,2022-01-03 17:54:33.120,uu60475812,"[-112.5623333, 41.914, 1.51]",,,,,0,9,0.09,12.527472527472527
earthquake,0.36,"8km NW of The Geysers, CA",2022-01-01 17:31:20.200,2022-01-01 19:13:11.071,nc73672251,"[-122.8199997, 38.831665, 0.57]",,,,,0,2,0.06,11.978021978021978
earthquake,0.98,"3km ESE of Pinnacles, CA",2022-01-01 16:56:07.590,2022-01-11 18:22:10.234,nc73672246,"[-121.1136667, 36.523, 6.93]",,,,,0,15,0.09,12.829670329670328
earthquake,1.92,"10 km W of Lamont, Oklahoma",2022-01-01 16:54:07.750,2022-03-12 23:18:58.040,ok2022abfm,"[-97.67266667, 36.70316667, 7.4]",1.0,2.2,,,0,57,0.22,14.12087912087912
earthquake,-0.02,"9km WNW of Cobb, CA",2022-01-01 16:47:08.810,2022-01-03 21:26:02.602,nc73672241,"[-122.8198333, 38.8463333, 1.66]",,,,,0,0,0.01,11.456043956043956
earthquake,1.12,"14km N of Dixon Lane-Meadow Creek, CA",2022-01-01 16:42:18.110,2022-01-07 20:40:11.001,nc73672236,"[-118.4245, 37.5145, 7.48]",,,,,0,19,0.06,13.021978021978022
earthquake,1.5,"88 km NW of Yakutat, Alaska",2022-01-01 16:42:09.853,2022-01-28 19:07:46.622,ak0221wpvdx,"[-140.6297, 60.1989, 14.8]",,,,,0,35,0.52,13.543956043956044
earthquake,1.3,"6 km W of Point MacKenzie, Alaska",2022-01-01 16:42:06.660,2022-01-28 19:07:57.345,ak0221wpv5m,"[-150.0954, 61.3701, 37.5]",,,,,0,26,0.49,13.269230769230768
earthquake,1.04,"8km NE of Coso Junction, CA",2022-01-01 16:39:21.640,2022-01-01 18:12:14.050,ci39900623,"[-117.8733333, 36.0865, 2.87]",,,,,0,17,0.12,12.912087912087912
earthquake,4.4,"214 km SSE of Tateyama, Japan",2022-01-01 16:37:37.827,2022-03-12 23:19:17.040,us7000gbd0,"[140.4678, 33.1118, 98.8]",,,,,0,298,0.75,17.527472527472526
earthquake,1.6,"Andreanof Islands, Aleutian Islands, Alaska",2022-01-01 16:37:24.235,2022-01-28 19:07:57.126,ak0221wotxj,"[-176.1649, 51.4269, 24.6]",,,,,0,39,0.27,13.681318681318682
